Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC,SUM canvas Access
8229,UNIT Q,2,Full Time,F,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8230,UNIT S,1,Full Time,M,19-21,International,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8231,UNIT O,1,Full Time,F,18 and Under,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8232,UNIT K,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8233,UNIT O,1,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8234,UNIT S,1,Full Time,M,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8235,UNIT H,2,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8236,UNIT S,2,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8237,UNIT C,1,Part Time,M,22-25,Domestic,46,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,13
8238,UNIT V,2,Full Time,M,18 and Under,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8239,UNIT H,2,Full Time,M,18 and Under,Domestic,72,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8240,UNIT S,1,Full Time,M,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8241,UNIT O,1,Full Time,F,18 and Under,Domestic,58,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,12
8242,UNIT H,2,Full Time,F,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8243,UNIT Q,2,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8244,UNIT A,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8245,UNIT G,2,Full Time,F,19-21,International,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8246,UNIT O,1,Full Time,F,19-21,International,57,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
8247,UNIT O,1,Full Time,M,19-21,International,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8248,UNIT H,2,Full Time,M,18 and Under,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8249,UNIT G,2,Full Time,M,19-21,Domestic,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8250,UNIT O,1,Full Time,F,19-21,Domestic,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8251,UNIT H,2,Full Time,M,Over 25,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8252,UNIT O,1,Full Time,F,19-21,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8253,UNIT C,1,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8254,UNIT Y,1,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8255,UNIT Z,1,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8256,UNIT S,1,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8257,UNIT Q,2,Full Time,F,19-21,International,70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
8258,UNIT S,1,Full Time,M,19-21,International,41,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14
8259,UNIT H,2,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8260,UNIT X,2,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8261,UNIT S,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8262,UNIT O,1,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8263,UNIT Z,1,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8264,UNIT S,2,Full Time,M,19-21,International,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8265,UNIT O,1,Full Time,F,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
8266,UNIT Q,2,Full Time,M,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8267,UNIT S,1,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8268,UNIT V,2,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8269,UNIT Q,2,Full Time,M,19-21,International,66,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,11
8270,UNIT O,1,Full Time,M,19-21,Domestic,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8271,UNIT S,1,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8272,UNIT O,1,Full Time,F,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8273,UNIT O,1,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8274,UNIT G,2,Full Time,F,22-25,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8275,UNIT Q,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,13
8276,UNIT M,1,Full Time,F,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8277,UNIT G,2,Full Time,F,19-21,Domestic,80,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,11
8278,UNIT Q,2,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8279,UNIT S,2,Full Time,F,18 and Under,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8280,UNIT G,2,Full Time,F,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8281,UNIT H,2,Full Time,F,19-21,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8282,UNIT O,1,Full Time,M,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8283,UNIT V,2,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8284,UNIT S,2,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
8285,UNIT V,2,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8286,UNIT O,1,Full Time,F,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8287,UNIT V,2,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8288,UNIT A,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8289,UNIT H,2,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8290,UNIT A,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8291,UNIT S,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8292,UNIT C,1,Full Time,F,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8293,UNIT Q,2,Full Time,F,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8294,UNIT Q,2,Full Time,F,18 and Under,International,57,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,6
8295,UNIT A,1,Full Time,M,19-21,International,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8296,UNIT V,2,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8297,UNIT K,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8298,UNIT S,2,Full Time,F,18 and Under,International,86,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,13
8299,UNIT X,2,Full Time,F,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8300,UNIT M,1,Full Time,M,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8301,UNIT X,1,Full Time,M,22-25,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8302,UNIT O,1,Full Time,M,18 and Under,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
8303,UNIT S,1,Full Time,F,19-21,Domestic,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8304,UNIT T,2,Full Time,M,18 and Under,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8305,UNIT V,2,Full Time,F,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8306,UNIT H,2,Full Time,M,19-21,International,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8307,UNIT H,2,Full Time,F,18 and Under,Domestic,57,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8308,UNIT V,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8309,UNIT S,1,Full Time,F,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8310,UNIT V,2,Full Time,F,19-21,Domestic,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8311,UNIT H,2,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8312,UNIT S,2,Full Time,F,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8313,UNIT A,1,Full Time,F,22-25,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8314,UNIT X,2,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8315,UNIT W,2,Full Time,M,19-21,International,55,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8316,UNIT X,1,Full Time,F,18 and Under,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8317,UNIT W,2,Full Time,M,18 and Under,International,80,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8318,UNIT V,2,Full Time,F,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8319,UNIT X,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8320,UNIT S,1,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8321,UNIT H,2,Full Time,F,19-21,International,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8322,UNIT S,2,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8323,UNIT Y,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8324,UNIT S,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8325,UNIT Q,2,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8326,UNIT C,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8327,UNIT X,1,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8328,UNIT C,1,Full Time,M,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8329,UNIT S,2,Full Time,M,19-21,International,74,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,12
8330,UNIT M,1,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8331,UNIT M,1,Full Time,M,22-25,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8332,UNIT Y,1,Full Time,M,18 and Under,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8333,UNIT H,2,Full Time,F,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8334,UNIT Q,2,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8335,UNIT G,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8336,UNIT V,2,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8337,UNIT S,1,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8338,UNIT H,2,Full Time,F,19-21,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8339,UNIT S,1,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8340,UNIT S,1,Full Time,M,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8341,UNIT H,2,Part Time,M,22-25,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8342,UNIT O,1,Full Time,F,19-21,International,55,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
8343,UNIT Q,2,Full Time,F,19-21,Domestic,62,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,12
8344,UNIT O,1,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8345,UNIT O,1,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
8346,UNIT O,1,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8347,UNIT H,2,Full Time,M,19-21,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8348,UNIT V,2,Full Time,F,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8349,UNIT O,1,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8350,UNIT Y,1,Full Time,F,18 and Under,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8351,UNIT Q,2,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8352,UNIT O,1,Full Time,M,19-21,International,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8353,UNIT G,2,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,10
8354,UNIT Y,1,Full Time,M,19-21,Domestic,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8355,UNIT S,2,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8356,UNIT S,1,Full Time,M,19-21,International,41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
8357,UNIT H,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8358,UNIT S,1,Full Time,F,19-21,Domestic,83,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
8359,UNIT O,1,Full Time,M,19-21,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8360,UNIT Y,1,Full Time,M,18 and Under,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8361,UNIT S,1,Full Time,F,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8362,UNIT X,1,Full Time,F,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8363,UNIT X,2,Full Time,F,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8364,UNIT G,2,Full Time,F,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8365,UNIT V,2,Full Time,F,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8366,UNIT S,1,Full Time,F,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8367,UNIT S,2,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8368,UNIT O,1,Full Time,F,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8369,UNIT S,1,Full Time,M,19-21,Domestic,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8370,UNIT O,1,Full Time,M,19-21,International,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8371,UNIT Z,1,Full Time,M,19-21,International,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8372,UNIT K,1,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8373,UNIT V,2,Full Time,M,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8374,UNIT X,1,Full Time,M,Over 25,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8375,UNIT H,2,Full Time,F,22-25,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8376,UNIT T,2,Full Time,M,19-21,Domestic,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8377,UNIT O,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8378,UNIT M,1,Full Time,F,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8379,UNIT M,1,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8380,UNIT G,2,Full Time,M,19-21,Domestic,69,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,11
8381,UNIT S,2,Full Time,F,18 and Under,International,58,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8382,UNIT T,2,Full Time,M,19-21,International,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8383,UNIT A,1,Full Time,F,22-25,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8384,UNIT T,2,Full Time,M,19-21,Domestic,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8385,UNIT G,2,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8386,UNIT K,1,Full Time,F,19-21,Domestic,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8387,UNIT H,2,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8388,UNIT S,1,Full Time,F,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8389,UNIT X,1,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
8390,UNIT Q,2,Full Time,F,19-21,International,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8391,UNIT S,2,Full Time,M,18 and Under,International,82,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
8392,UNIT X,1,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8393,UNIT Z,1,Full Time,M,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8394,UNIT O,1,Full Time,M,19-21,Domestic,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12
8395,UNIT C,1,Full Time,F,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8396,UNIT Y,1,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8397,UNIT Y,1,Full Time,M,19-21,Domestic,75,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,13
8398,UNIT Z,1,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8399,UNIT H,2,Full Time,M,22-25,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8400,UNIT Y,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8401,UNIT S,1,Full Time,M,19-21,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8402,UNIT H,2,Full Time,M,19-21,International,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8403,UNIT S,1,Full Time,M,22-25,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
8404,UNIT G,2,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8405,UNIT H,2,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8406,UNIT C,1,Full Time,F,18 and Under,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8407,UNIT K,1,Full Time,F,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8408,UNIT X,2,Full Time,M,Over 25,International,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8409,UNIT O,1,Full Time,F,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8410,UNIT G,2,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8411,UNIT M,1,Full Time,F,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8412,UNIT V,2,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8413,UNIT V,2,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8414,UNIT V,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8415,UNIT V,2,Full Time,F,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8416,UNIT H,2,Full Time,F,19-21,International,69,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8417,UNIT A,1,Full Time,M,18 and Under,Domestic,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8418,UNIT A,1,Full Time,F,18 and Under,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8419,UNIT S,1,Full Time,M,18 and Under,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8420,UNIT H,2,Full Time,M,19-21,International,51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8421,UNIT K,1,Full Time,M,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8422,UNIT O,1,Full Time,F,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8423,UNIT O,1,Full Time,M,18 and Under,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8424,UNIT V,2,Full Time,M,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8425,UNIT M,1,Full Time,M,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8426,UNIT G,2,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8427,UNIT V,2,Full Time,F,19-21,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8428,UNIT K,1,Full Time,F,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8429,UNIT O,1,Full Time,M,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8430,UNIT K,1,Full Time,F,19-21,Domestic,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8431,UNIT Y,1,Full Time,M,19-21,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8432,UNIT S,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8433,UNIT O,1,Full Time,M,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8434,UNIT Q,2,Full Time,F,22-25,International,35,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14
8435,UNIT H,2,Full Time,M,22-25,Domestic,53,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,14
8436,UNIT S,2,Full Time,F,19-21,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8437,UNIT Q,2,Full Time,F,Over 25,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8438,UNIT M,1,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8439,UNIT T,2,Full Time,M,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8440,UNIT S,1,Full Time,F,18 and Under,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8441,UNIT G,2,Full Time,F,18 and Under,Domestic,50,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,13
8442,UNIT G,2,Full Time,F,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8443,UNIT A,1,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8444,UNIT W,2,Full Time,F,22-25,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8445,UNIT O,1,Full Time,M,18 and Under,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8446,UNIT H,2,Full Time,M,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8447,UNIT S,2,Full Time,F,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
8448,UNIT H,2,Full Time,M,18 and Under,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8449,UNIT O,1,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8450,UNIT O,1,Full Time,F,19-21,International,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
8451,UNIT Q,2,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8452,UNIT S,2,Full Time,M,19-21,International,63,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,13
8453,UNIT X,2,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8454,UNIT Q,2,Full Time,F,Over 25,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
8455,UNIT T,2,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
8456,UNIT O,1,Full Time,F,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
