Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC,SUM canvas Access
1055,UNIT S,1,Full Time,M,19-21,International,57,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13
1056,UNIT S,1,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1057,UNIT S,1,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1058,UNIT Y,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1059,UNIT Q,2,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1060,UNIT S,2,Full Time,F,18 and Under,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1061,UNIT G,2,Full Time,F,18 and Under,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1062,UNIT Z,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1063,UNIT O,1,Part Time,M,22-25,Domestic,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1064,UNIT S,2,Full Time,F,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13
1065,UNIT O,1,Full Time,F,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1066,UNIT V,2,Full Time,F,18 and Under,Domestic,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1067,UNIT O,1,Full Time,F,18 and Under,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1068,UNIT C,1,Full Time,M,19-21,International,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1069,UNIT Q,2,Full Time,M,19-21,Domestic,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1070,UNIT Y,1,Full Time,F,22-25,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1071,UNIT H,2,Full Time,F,18 and Under,International,80,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1072,UNIT V,2,Full Time,F,19-21,International,62,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,14
1073,UNIT G,2,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1074,UNIT W,2,Full Time,M,18 and Under,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1075,UNIT G,2,Full Time,F,18 and Under,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1076,UNIT S,1,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1077,UNIT X,2,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1078,UNIT S,1,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1079,UNIT A,1,Full Time,F,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1080,UNIT Q,2,Full Time,F,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1081,UNIT S,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1082,UNIT O,1,Full Time,M,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1083,UNIT Y,1,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1084,UNIT H,2,Full Time,F,18 and Under,Domestic,67,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1085,UNIT Y,1,Full Time,F,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1086,UNIT O,1,Full Time,F,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1087,UNIT A,1,Part Time,M,19-21,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1088,UNIT K,1,Part Time,F,Over 25,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1089,UNIT V,2,Full Time,M,19-21,International,84,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,10
1090,UNIT S,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1091,UNIT K,1,Full Time,M,Over 25,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1092,UNIT S,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1093,UNIT C,1,Full Time,M,19-21,Domestic,78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1094,UNIT Y,1,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1095,UNIT H,2,Full Time,M,19-21,Domestic,57,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1096,UNIT V,2,Full Time,M,22-25,Domestic,51,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1097,UNIT V,2,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1098,UNIT T,2,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
1099,UNIT O,1,Full Time,M,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1100,UNIT H,2,Full Time,F,Over 25,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1101,UNIT O,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1102,UNIT S,1,Full Time,M,19-21,Domestic,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1103,UNIT K,1,Full Time,M,19-21,Domestic,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1104,UNIT S,1,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1105,UNIT V,2,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,14
1106,UNIT Q,2,Full Time,F,19-21,International,78,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,10
1107,UNIT G,2,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1108,UNIT O,1,Full Time,F,19-21,International,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1109,UNIT Q,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1110,UNIT S,1,Full Time,M,19-21,Domestic,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1111,UNIT A,1,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1112,UNIT H,2,Full Time,M,18 and Under,International,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1113,UNIT S,1,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1114,UNIT V,2,Full Time,M,19-21,International,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1115,UNIT X,1,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1116,UNIT O,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1117,UNIT S,1,Full Time,M,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1118,UNIT Z,1,Full Time,F,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1119,UNIT G,2,Full Time,M,18 and Under,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1120,UNIT O,1,Full Time,F,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1121,UNIT S,1,Full Time,M,18 and Under,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1122,UNIT G,2,Full Time,F,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1123,UNIT S,2,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1124,UNIT O,1,Full Time,F,18 and Under,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1125,UNIT G,2,Full Time,F,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1126,UNIT Q,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1127,UNIT O,1,Full Time,M,19-21,Domestic,85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1128,UNIT Z,1,Full Time,F,18 and Under,Domestic,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1129,UNIT O,1,Full Time,F,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1130,UNIT O,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1131,UNIT X,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1132,UNIT T,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1133,UNIT Y,1,Full Time,M,19-21,Domestic,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1134,UNIT H,2,Full Time,M,18 and Under,International,72,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1135,UNIT O,1,Full Time,M,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1136,UNIT W,2,Full Time,M,18 and Under,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1137,UNIT G,2,Full Time,M,19-21,Domestic,43,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13
1138,UNIT Q,2,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14
1139,UNIT A,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1140,UNIT T,2,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,13
1141,UNIT S,1,Full Time,F,19-21,Domestic,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1142,UNIT Q,2,Part Time,F,22-25,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1143,UNIT S,2,Full Time,F,19-21,International,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1144,UNIT H,2,Full Time,M,19-21,International,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1145,UNIT S,1,Full Time,F,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1146,UNIT O,1,Full Time,M,19-21,International,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1147,UNIT S,1,Full Time,F,19-21,International,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1148,UNIT O,1,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1149,UNIT H,2,Full Time,M,22-25,International,74,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,12
1150,UNIT S,1,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1151,UNIT Q,2,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1152,UNIT S,1,Full Time,M,19-21,International,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1153,UNIT V,2,Full Time,M,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1154,UNIT G,2,Full Time,F,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1155,UNIT V,2,Full Time,M,19-21,Domestic,51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
1156,UNIT H,2,Full Time,M,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1157,UNIT K,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1158,UNIT W,2,Full Time,M,19-21,International,85,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1159,UNIT O,1,Full Time,F,19-21,Domestic,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1160,UNIT W,2,Full Time,M,19-21,Domestic,73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1161,UNIT S,1,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1162,UNIT Q,2,Full Time,M,19-21,Domestic,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1163,UNIT H,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1164,UNIT O,1,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1165,UNIT S,1,Full Time,M,18 and Under,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1166,UNIT W,2,Full Time,M,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1167,UNIT G,2,Full Time,F,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1168,UNIT Q,2,Full Time,F,19-21,Domestic,36,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,11
1169,UNIT H,2,Full Time,F,19-21,Domestic,68,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1170,UNIT H,2,Full Time,M,18 and Under,Domestic,62,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1171,UNIT X,1,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1172,UNIT A,1,Full Time,F,19-21,International,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1173,UNIT S,1,Full Time,M,Over 25,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1174,UNIT O,1,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1175,UNIT T,2,Full Time,M,22-25,International,44,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,12
1176,UNIT X,2,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1177,UNIT V,2,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1178,UNIT O,1,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1179,UNIT V,2,Full Time,F,19-21,Domestic,52,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,14
1180,UNIT H,2,Full Time,F,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1181,UNIT H,2,Full Time,M,22-25,Domestic,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1182,UNIT Q,2,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1183,UNIT X,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1184,UNIT O,1,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1185,UNIT V,2,Full Time,F,18 and Under,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1186,UNIT K,1,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1187,UNIT K,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1188,UNIT G,2,Full Time,F,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1189,UNIT Q,2,Full Time,M,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1190,UNIT H,2,Full Time,M,22-25,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1191,UNIT S,2,Full Time,M,18 and Under,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1192,UNIT H,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1193,UNIT Q,2,Full Time,F,19-21,Domestic,62,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,11
1194,UNIT G,2,Full Time,F,19-21,Domestic,53,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,12
1195,UNIT V,2,Full Time,F,19-21,International,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1196,UNIT O,1,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1197,UNIT G,2,Full Time,F,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1198,UNIT V,2,Part Time,F,19-21,Domestic,24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1199,UNIT Y,1,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1200,UNIT G,2,Full Time,F,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1201,UNIT O,1,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1202,UNIT Z,1,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1203,UNIT H,2,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1204,UNIT V,2,Full Time,M,19-21,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1205,UNIT X,1,Full Time,M,22-25,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1206,UNIT A,1,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1207,UNIT K,1,Part Time,M,19-21,Domestic,61,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,6
1208,UNIT V,2,Full Time,M,19-21,International,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1209,UNIT S,2,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14
1210,UNIT S,1,Full Time,F,18 and Under,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1211,UNIT W,2,Full Time,M,19-21,International,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1212,UNIT O,1,Full Time,F,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1213,UNIT O,1,Full Time,M,19-21,Domestic,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1214,UNIT S,1,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1215,UNIT V,2,Full Time,F,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1216,UNIT S,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1217,UNIT W,2,Full Time,M,19-21,International,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1218,UNIT O,1,Full Time,M,18 and Under,Domestic,46,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,12
1219,UNIT O,1,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1220,UNIT O,1,Full Time,M,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1221,UNIT V,2,Full Time,M,19-21,International,45,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13
1222,UNIT S,1,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1223,UNIT S,1,Full Time,F,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1224,UNIT C,1,Full Time,F,19-21,Domestic,64,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
1225,UNIT C,1,Full Time,F,22-25,International,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1226,UNIT X,2,Full Time,M,18 and Under,International,72,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,14
1227,UNIT S,1,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1228,UNIT X,2,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1229,UNIT V,2,Full Time,F,18 and Under,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1230,UNIT A,1,Part Time,M,Over 25,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1231,UNIT Q,2,Full Time,M,19-21,International,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1232,UNIT H,2,Full Time,F,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1233,UNIT S,1,Full Time,M,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1234,UNIT S,1,Full Time,M,18 and Under,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1235,UNIT Q,2,Full Time,F,18 and Under,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1236,UNIT S,1,Full Time,M,22-25,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1237,UNIT V,2,Part Time,M,18 and Under,Domestic,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1238,UNIT A,1,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1239,UNIT X,1,Full Time,M,18 and Under,Domestic,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1240,UNIT Y,1,Full Time,F,19-21,International,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1241,UNIT K,1,Full Time,M,19-21,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1242,UNIT Q,2,Full Time,M,19-21,International,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1243,UNIT S,2,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1244,UNIT Y,1,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1245,UNIT O,1,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1246,UNIT G,2,Full Time,M,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1247,UNIT V,2,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1248,UNIT A,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1249,UNIT G,2,Full Time,F,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1250,UNIT T,2,Full Time,M,19-21,Domestic,75,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,10
1251,UNIT H,2,Full Time,M,19-21,International,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1252,UNIT S,1,Full Time,M,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1253,UNIT G,2,Full Time,F,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1254,UNIT C,1,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1255,UNIT S,2,Full Time,M,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1256,UNIT S,1,Full Time,M,19-21,International,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14
1257,UNIT H,2,Full Time,M,19-21,Domestic,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1258,UNIT Q,2,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1259,UNIT O,1,Full Time,F,18 and Under,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1260,UNIT V,2,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1261,UNIT Z,1,Full Time,M,19-21,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1262,UNIT V,2,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1263,UNIT T,2,Full Time,F,19-21,International,64,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,11
1264,UNIT Q,2,Full Time,F,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1265,UNIT Q,2,Full Time,F,19-21,Domestic,40,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,10
1266,UNIT G,2,Full Time,M,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1267,UNIT H,2,Full Time,F,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1268,UNIT Q,2,Full Time,F,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1269,UNIT S,1,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1270,UNIT Q,2,Full Time,F,22-25,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1271,UNIT X,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1272,UNIT G,2,Full Time,M,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14
1273,UNIT M,1,Full Time,M,22-25,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1274,UNIT Q,2,Full Time,F,19-21,Domestic,50,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,12
1275,UNIT H,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1276,UNIT X,2,Full Time,F,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1277,UNIT Q,2,Full Time,F,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1278,UNIT O,1,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1279,UNIT O,1,Full Time,F,19-21,Domestic,86,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1280,UNIT Q,2,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
1281,UNIT S,1,Full Time,M,19-21,Domestic,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
